         1         0.122685938229955E-03         0.223108097357525E-02         0.658994356993963E-03
         2         0.122680907158840E-03         0.224519877389010E-02         0.732562011558326E-03
         3         0.122672752457410E-03         0.225811893300550E-02         0.804214094097725E-03
         4         0.122664261917889E-03         0.227002597305105E-02         0.873918671807015E-03
         5         0.122655448192973E-03         0.228103230280723E-02         0.941653464967686E-03
         6         0.122646321599209E-03         0.229123259928243E-02         0.100741290756755E-02
         7         0.122636890552370E-03         0.230070715212213E-02         0.107120369236022E-02
         8         0.122627161843615E-03         0.230952448165456E-02         0.113304150843213E-02
         9         0.122617140847759E-03         0.231774341018413E-02         0.119294863717125E-02
        10         0.122606831684711E-03         0.232541471631048E-02         0.125095217054703E-02
        11         0.122596237348776E-03         0.233258246788216E-02         0.130708268361161E-02
        12         0.122585360910037E-03         0.233938621259126E-02         0.136137324061964E-02
        13         0.122574204328996E-03         0.234604271462384E-02         0.141385864771903E-02
        14         0.122562768433694E-03         0.235230921239339E-02         0.146457488881676E-02
        15         0.122551053767868E-03         0.235820621829568E-02         0.151355869809560E-02
        16         0.122539060356305E-03         0.236375230623919E-02         0.156084723565081E-02
        17         0.122526787751966E-03         0.236896438528750E-02         0.160647784060947E-02
        18         0.122514235075729E-03         0.237385793514054E-02         0.165048784325076E-02
        19         0.122501401050714E-03         0.237844720515228E-02         0.169291442212412E-02
        20         0.122488284032455E-03         0.238274538291748E-02         0.173379449569476E-02
        21         0.122474882594356E-03         0.238676473745466E-02         0.177316464060016E-02
        22         0.122461199790324E-03         0.239051674088251E-02         0.181106103052341E-02
        23         0.122447230470546E-03         0.239413550603765E-02         0.184751939108958E-02
        24         0.122432972627967E-03         0.239757751720641E-02         0.188257496726689E-02
        25         0.122418424093808E-03         0.240077233378894E-02         0.191626250362236E-02
        26         0.122403582551457E-03         0.240372955865816E-02         0.194861622316908E-02
        27         0.122388445549030E-03         0.240645836184560E-02         0.197966982147652E-02
        28         0.122373010510423E-03         0.240896752651806E-02         0.200945646258554E-02
        29         0.122357274747583E-03         0.241126549170996E-02         0.203800877761479E-02
        30         0.122341235467722E-03         0.241336038646883E-02         0.206535886665565E-02
        31         0.122324889782038E-03         0.241526005889591E-02         0.209153830278531E-02
        32         0.122308244716255E-03         0.241697210107840E-02         0.211657813764643E-02
        33         0.122291291170357E-03         0.241972898293686E-02         0.214050890813644E-02
        34         0.122274026433690E-03         0.242237391038119E-02         0.216336064384565E-02
        35         0.122256796660265E-03         0.242484687818081E-02         0.218516287496470E-02
        36         0.122239449677762E-03         0.242726719440668E-02         0.220594464282034E-02
        37         0.122221830776428E-03         0.242944326417604E-02         0.222573451302467E-02
        38         0.122203937232613E-03         0.243138642956965E-02         0.224456056060344E-02
        39         0.122185766207452E-03         0.243310760686015E-02         0.226245040079956E-02
        40         0.122167314752695E-03         0.243461729849589E-02         0.227943118943490E-02
        41         0.122148579819772E-03         0.243705669290276E-02         0.229552963006707E-02
        42         0.122129563937639E-03         0.243928167490288E-02         0.231077198082883E-02
        43         0.122130674967140E-03         0.244133437229001E-02         0.232518406053752E-02
        44         0.122184653901173E-03         0.244331940140545E-02         0.233882206688075E-02
        45         0.122234600360339E-03         0.244508610393843E-02         0.235170149875579E-02
        46         0.122280651680906E-03         0.244662832853199E-02         0.236382468321888E-02
        47         0.122322941376221E-03         0.244795692980804E-02         0.237521566248878E-02
        48         0.122361598107897E-03         0.244990222497385E-02         0.238589808562098E-02
        49         0.122396745925307E-03         0.245194127199110E-02         0.239589518024751E-02
        50         0.122433692109310E-03         0.245373996571088E-02         0.240525599194129E-02
        51         0.122489026665921E-03         0.245530948147110E-02         0.241400826952690E-02
        52         0.122576313351361E-03         0.245670801529822E-02         0.242214160710491E-02
        53         0.122659293077732E-03         0.245812378323846E-02         0.242968289398723E-02
        54         0.122746841941841E-03         0.245978488256613E-02         0.243665239383340E-02
        55         0.122855141617414E-03         0.246179744977061E-02         0.244308375769486E-02
        56         0.122963627477482E-03         0.246387905784554E-02         0.244901120022101E-02
        57         0.123081566835421E-03         0.246572827934854E-02         0.245442622079242E-02
        58         0.123192138176979E-03         0.246748944706868E-02         0.245934783911617E-02
        59         0.123350083948622E-03         0.246931205261791E-02         0.246379050471493E-02
        60         0.123502809957157E-03         0.247143223586233E-02         0.246777273886236E-02
        61         0.123645143741458E-03         0.247349103093890E-02         0.247131466583297E-02
        62         0.123790188294845E-03         0.247573932043437E-02         0.247444025172224E-02
        63         0.123938059922892E-03         0.247819353003395E-02         0.247716595138289E-02
        64         0.124114961286004E-03         0.248110057457697E-02         0.247951952596944E-02
        65         0.124317750881032E-03         0.248391976482812E-02         0.248153172625100E-02
        66         0.124514313268212E-03         0.248671809133864E-02         0.248319300811151E-02
        67         0.124734439258159E-03         0.248979452787426E-02         0.248452646064084E-02
        68         0.124973516148069E-03         0.249300308531865E-02         0.248554760492268E-02
        69         0.125247354334022E-03         0.249692256122976E-02         0.248627001631611E-02
        70         0.125575282864355E-03         0.250099853737657E-02         0.248678012828565E-02
        71         0.125995286127209E-03         0.250529285016572E-02         0.248733740176963E-02
